2017-10-16 13:40:39,611 [Start Help Server] INFO  org.eclipse.jetty.server.Server - jetty-9.4.5.v20170502
2017-10-16 13:40:39,624 [Start Help Server] INFO  org.eclipse.jetty.server.session - DefaultSessionIdManager workerName=node0
2017-10-16 13:40:39,624 [Start Help Server] INFO  org.eclipse.jetty.server.session - No SessionScavenger set, using defaults
2017-10-16 13:40:39,626 [Start Help Server] INFO  org.eclipse.jetty.server.session - Scavenging every 600000ms
2017-10-16 13:40:39,641 [Start Help Server] INFO  o.e.j.server.handler.ContextHandler - Started o.e.j.s.ServletContextHandler@5658eb86{/help,null,AVAILABLE}
2017-10-16 13:40:39,648 [Start Help Server] INFO  o.e.jetty.server.AbstractConnector - Started ServerConnector@216b5a9d{HTTP/1.1,[http/1.1]}{127.0.0.1:32818}
2017-10-16 13:40:39,649 [Start Help Server] INFO  org.eclipse.jetty.server.Server - Started @17279865ms
2017-10-17 17:13:20,541 [Stop Help Server] INFO  o.e.jetty.server.AbstractConnector - Stopped ServerConnector@216b5a9d{HTTP/1.1,[http/1.1]}{127.0.0.1:0}
2017-10-17 17:13:20,838 [Stop Help Server] INFO  org.eclipse.jetty.server.session - Stopped scavenging
2017-10-17 17:13:20,891 [Stop Help Server] INFO  o.e.j.server.handler.ContextHandler - Stopped o.e.j.s.ServletContextHandler@5658eb86{/help,null,UNAVAILABLE}
2017-10-18 10:31:29,876 [Worker-0] INFO  c.g.t.t.d.PublishedGradleVersions - Gradle version information cache is out-of-date. Trying to update.
2017-10-18 12:58:56,429 [Start Help Server] INFO  org.eclipse.jetty.util.log - Logging initialized @8857599ms to org.eclipse.jetty.util.log.Slf4jLog
2017-10-18 12:58:56,505 [Start Help Server] INFO  org.eclipse.jetty.server.Server - jetty-9.4.5.v20170502
2017-10-18 12:58:56,516 [Start Help Server] INFO  org.eclipse.jetty.server.session - DefaultSessionIdManager workerName=node0
2017-10-18 12:58:56,517 [Start Help Server] INFO  org.eclipse.jetty.server.session - No SessionScavenger set, using defaults
2017-10-18 12:58:56,518 [Start Help Server] INFO  org.eclipse.jetty.server.session - Scavenging every 600000ms
